created_at,views,likes,category_clean,title_clean,content_clean
2026-08-14,0,0,아이템,템 가성비 셋팅 질문,"천천히 템 한 부위씩 바꾸면서 환산 약 7만정도 노릴예정이고, 생각한 후보지는 1) 8에테 - 17성 유에 둘둘 2) 4에테 5앜 - 18성 에테 레전 2줄 + 18성 아케인 레전 3줄 이렇게 생각해뒀는데 가성비는 뭐가 더 좋고, 성장 가능성도 뭐가 더 좋음? 직업이 살짝 노잼시기라 다음 챌섭오픈하면 그냥 보스돌이로 전락할 가능성이 있을 것 같아서 고민 중"
2026-08-14,0,0,아이템,쿨뚝 샀는데 괜찮게 산걸까요?,관세 별도 75억주고 일단 샀는데 괜찮게 산건지 모르겠습니다 ㅜ
2026-08-14,0,0,아이템,하메 도전 메린이 인데 템셋 질문있슴다,여명 보장 유니크 18성 유니크 15퍼 에디 2줄 맞추고 무보엠은 미트라사먹는거말곤 거의 효율이 안나올 상태입니다 배율이 107퍼인데 여기서 120퍼까지 올릴려면 무슨템을 사는게 좋나요 직업 불독입니다
2026-08-14,0,0,몬스터,"하드메이린 환산 오르는거 평딜,준극이랑 오리진이랑 비슷하면",최소컷 깨려고할때 둘중 어떤거 올리는게 이득인가요?
2026-08-14,0,0,아이템,이번 마라벨 풀셋 가격?,피스 부위별 선택가능하고 마라벨 확률 올라간다했는데 그럼 풀셋 가격 어느정도 일까요? 저번마라벨은 풀셋얼마였나요?
2026-08-14,0,0,아이템,제네무기 추옵이랑 에디 건드려야할까요 ?,제네가 지금 에디 18퍼에 2추 +17퍼라서요... 여기서 업그레이드가 레전가서 에디 21퍼나 1추 + @를 해야 업그레이드가 되더라구요. 목표는 익스우 환산 60~70퍼정도로 계획중인데 무기는 그냥 스탑하고 다른부위들을 건드리는게 나을까요 ?
2026-08-14,0,0,아이템,플라즈마 하트 스페어 질문,"이번 챌섭부터 챌린저스 티어 보상으로 플라즈마 하트를 주는데, 그럼 이지 카링 잡았을때 주는 플라즈마 하트 강화권이 남는단 말이죠? 그럼 이걸 이벤트 출석보상으로 주는 페어리하트에 발라서 스페어로 사용가능할까요? 이번에 전례없던 일이라 가능한지 모르겠네요 혹시 해보신분들있나요?"
2026-08-14,0,0,아이템,메린이 하드메이린 목표 템셋 봐주시면 감사하겠습니다!,하드메이린 잡고 챌린저 달고 싶은데 템셋팅 뭐부터 올려야할지 감이 안옵니다ㅠ 도와주시면 감사하겠습니다. 현재 하메 배율은 94% 정도 나오는 것 같아요. ps.) 아케인심볼은 만렙 / 컨티 3렙 입니다. [이미지] [이미지]
2026-08-14,0,0,아이템,뉴비 아버 템 대체질문,직업은 렌이고 아버 끝나고나면 4에 5앜으로 가려고 합니다. 모상하 = 18 에테 / 레에 장신망숄 = 22 앜 / 레유 이정도가 비슷한 스펙이라고 들었는데 출석 보상으로 받을 18성 스타포스 강화권을 어떻게 써야할지 모르겠어서 질문드립니다. 닉네임 : 동전주중독 최종 목표는 다음 챌섭 전까지 환산 7만정도 찍을 예정입니다.
2026-08-14,0,0,아이템,18에테 22아케인 질문있습니다,현재 환산 7만정도 되고 모상하 22 카루타 레에 장신견망 18 아케인 유에 사용중입니다. 카루타는 가횟이 낮아서 바꾸기 좀 힘든 상황입니다. 슬슬 장신견망 스펙이 딸리는 것 같아 바꾸려는데 장신견망 18 에테가 나을까요 22아케인으로 가는게 맞을까요 둘다 레에로 살 생각인데 훈수 부탁드립니다.
2026-08-14,0,0,아이템,해방 질문있습니다,같은 헥환이라도 해방하고 안하고 딜 차이가 있나요?
2026-08-14,0,0,아이템,선생님들 헥사환산 몇을 목표로 잡아야할까요?,"현재 챌섭 아델 285 / 하메까지 클리어 본섭 유니온 8천, 예전에 하다가 최근 복귀했습니다 장비를 자주 갈아엎는걸 싫어해서 중간템 여러 번 거치기보단 오래 쓸 수 있는 세팅으로 가고 싶지만, 22에테 같은 최종급은 제외입니다. 보스도 좀 널널하게 치는걸 선호합니다.. 배율 130-160퍼대로 잡는? * 월 과금 약 100만(초반 템맞출때만) * 평일 3시간, 주말 끌리는대로 플레이 * 장기적으로 플레이 예정 이 조건이면 현실적으로 템 맞출때 목표 환산을 몇 정도로 잡는 게 좋을까요? 또 템 자주 안 바꾸는 방향이면 부위별로 어느 정도 급(17성/21성/22성, 에테/아케인/칠흑/여명 , 윗잠아래잠)까지 맞추는 게 좋은지, 템세팅 순서랑 우선순위 조언 부탁드립니다. 적정 목표 보스도 같이 말씀주시면 감사하겠습니다."
2026-08-14,0,0,아이템,메고수 형님들 해방무기 질문입니다!!,있는 재화 다 써서 제네무기 만들었습니다! 제네패스 마지막 벨로나 잡고 주는 코인을 어디에 써야 스펙업 확률이 젤 높을까요? 참고로 추옵은 2추 19퍼급이라 1추 7퍼 정도라네요! 조언 부탁드립니다!
2026-08-14,0,0,아이템,에테 장갑은 크주 vs 쌍크 어느게 가성비 좋나요,샤타길래 둘중에 하나 노작으로 사서18성 찍어주고 싶은데 어느걸 사는게 더 좋을까요? 쌍크가 좋은건 아는데 가격차이가 좀 있더라고요
2026-08-14,0,0,아이템,코디정보좀...,옷이 뭔가요 이거
2026-08-14,0,0,직업,템환 6.4 헥환 5.3 캐릭 버리려고하는데요,이거 다 벗겨가지고 다른캐릭템이나 맞추고 직변하려고하는데요 이거 유챔은해주고 버리는게낫지싶은데 유챔칼로스 88.24% 유챔세렌 154%나오는데 좀 더 투자해서 칼로스까지깨고 버리는게 효율이 좋은가요 아니면 그냥 세렌에서 멈추는게 효율가성비가 좋은가요?
2026-08-14,0,0,아이템,제네 추옵 윗잠 밑잠 중 우선 순위 부탁드립니다.,밑잠은 메소 써서라도 돌려야 할거 같고 윗잠이랑 잠재는 이벤트로 주는걸로 천천히 해도 될까요?
2026-08-14,0,0,기타,메린이 유니온 질문있습니다,"요번 챌섭으로 시작한 메린이 입니다! 슬슬 유니온작을 해야한다던데.. 제가 주캐릭은 렌이고 테라버닝으로 메르세데스, 은월, 레테를 200레벨 까지 찍어놓은 상황입니다 근데 여러 글들을 찾아보니 메르세데스에 250비약을 먹이라고 하더라구요... 이미 테라버닝으로 200레벨을 찍어놨는데 그냥 250비약 먹여도 될까요..?"
2026-08-14,0,0,아이템,헥환 5만목표 방향성 궁금해요,[이미지] [이미지] [이미지] 현재 템 세팅이구요 환산사이트에서는 장신구19성찍으라거 나와있는데 주에 약40억나옵니다. 5만목표로 템세팅하면 어느거부터 해야할까요?? 부탁드립미다 ㅜㅜ
2026-08-14,0,0,아이템,템환 10만으로 가고싶습니다..,환산사이트에서는 순서를 잘 모르겠어서. 메벤형님들꼐 질문드립니다.. 이벤트때마다 22 눌러보는게 나을까요? 아니면 새로 장비를 맞추면서 업그레이드 식으로 사야될지 해서요 첨에 목표는 8만이였어서 이렇게 셋팅하긴했는데 하면할수록 목표가 생겨서 꼬인듯합니다 ㅜ
2026-08-14,0,0,기타,챌썹뉴비 지금 시기에 패스 다 지를까요?,형님들 챌썹에 지금 이 시기에 캐릭생성 할라는데 제네 패스든 뭐든 다 질러도 괜찮겠습니까?
2026-08-14,0,0,기타,모멘텀 패스 플러스 누구 줄까요?,"본캐 284 아델, 부캐(챌섭) 280 레테입니다! 이번에 새로 나올 모멘텀플러스를 누구 주는 게 좋을까요? 제네패스+플러스를 본캐에 줘서 챌섭은 노해방입니다ㅠㅠ 혹시 챌섭을 주게 된다면, 지금 다이아까지 찍었는데 렙업하고 마스터 노려볼만할까요?"
2026-08-14,0,0,기타,유니온 크뎀40개찍으려면 유니온 몇렙되야하나요???,복귀유저라 ㅠㅠ 5800인데 크뎀 30개까지밖에 못찍어서 궁금해요 ㅠㅠ
2026-08-14,0,0,아이템,유입된 메린인 인데 이 이상 어떻게 스팩업을 해야할지 알려주세요!,[이미지] 제가 이번에 유입된 메린이인데 어떻게 알아보고 템셋팅해서 챌린저까지는 깼습니다! 근데 이 다음 템셋팀을 어떻게 해야할지를 잘 모르겠어서 메짱분들에게 문의좀 남기고싶습니다! 메달 2~30씩 쓸거같고요 지금의 최종목표는 림보에요 길게 할거같습니다!
2026-08-14,0,0,아이템,챌린저 찍어보고 싶은데 여기서 뭘 더 해야 할까요?,[이미지] 더 뭘 해야 할지 몰라서 질문 드립니다. 285 찍으면 엄청 좋다고 하는데 그건 불가능 할 것 같습니다.
2026-08-14,0,0,아이템,핵환 4.4 도미먹었는디,카에에잠 카유잠 붙이고 샤타때 17성찍기 vs 팔고 관세포함 46억에 레전 21퍼 프악공작 17성 도미 사먹기 머가 좋을까요 Q 제목: 뭐가 좋을까용 최대 1개 선택 가능 참가자: 70 명 26.08.15 02:55:59 마감 그냥 에잠 유잠 붙여서 써라 그냥 레전 작된거 사먹어라
2026-08-14,0,0,아이템,화에큐 사용처 질문,해방을 했는데 카에유잠을 바르고 돌리다가 레전띄우고 공24퍼를 띄워서 더 돌릴필요는 없을것같은데 그럼 이제 화에큐를 어디에 써야할지모르겠습니다. 다른템들 에디는 다 에픽이라 화에큐를 쓰는게 아까워서요
2026-08-14,0,0,기타,환산 질문,환산주스텟에 보스 배율에 관해서 궁금한게 있는데요 혹시 보스배율 풀도핑 기준인가요?
2026-08-14,0,0,아이템,챌섭 메린이 질문이용,오늘 보스 돌다가 거공 먹어서 총 48억 정도 있는데 어떻게 쓰는게 제일 나을까요? 이제 검마랑 세렌 정도 잡았어요
2026-08-14,0,0,아이템,요놈 에테장비에 바를수있나요?,에테르넬 모자장비에 이 에디에픽 주문서 바를수 있나요? 200제까지만 되는거죠?
2026-08-14,0,0,기타,mvp작,"형님들 이번에 유입된 메린인데 바로 레드 달아보려는데, 부티크 50셋 사서 팔고 물통 치는게 효율 좋나요??"
2026-08-14,0,0,기타,제네패스 지금 사도 되나요?,제가 메이플을 지금 시작한지 얼마 안됏는데 아이템버닝 방금 다 깨고 이제 제네무기 해방하고싶은데 아이템버닝도 다 연모로 공짜버프 다 받고 깬거라 또 애매하고 지금 제네패스 사도 될까요? 설명보니깐 막 혼자해야하는걸 6명이서 할수있다는데 지금 제네패스 안사도 지금 캐릭터에다가 나중에 또 재네패스 나오면 살수있는건가요? 지금 안사고 따로 본섭가서 하려그려면 많이 빡센가요?
2026-08-13,0,0,아이템,메린이 해방무기 질문,7월달에 늦게 챌섭합류해서 패스류는 다샀는데 대적자코인 어디에 써야할까요?
2026-08-13,0,0,아이템,이게 주흔15퍼작보다 좋은건가요?,이거 주흔15퍼작을 새로 해야될까요?? 아니면 그대로 쓰는게 나을까요??
2026-08-13,0,0,아이템,에테모자 에디에픽->레전 기대값 얼마인지 아시는분??,에디에픽->레전 띄우고 쿨감1줄 띄우려고 하는데 기대값이 얼마나 되나요??? 귀찮으시면 사이트라도 알려주세요 아무리 찾아도 모르겠어요 ㅜㅜ
2026-08-13,0,0,아이템,해방무기 제네플러스 코인 어떤거 할까요??,"해방무기 상태가 지금 이런데 블큐,화에큐,추옵 중에 어떤 걸 하는 게 좋을까요?"
2026-08-13,0,0,아이템,에테 18성 직작 vs 완작사기,이번 챌섭으로 유입된 뉴비입니다. 도전자 템 대체를 위해 상하의 에테 레전 21퍼 18성을 준비하려고 하는데 잠재만 되있는 걸 사는게 나을까요? 아니면 스타포스까지 완작되있는 걸 사는게 나을까요?
2026-08-13,0,0,직업,본캐 추천 부탁드리겠습니다....,"안녕하세여 챌섭 시즌2 유입으로 소소하게 메이플하고 있는 유저입니다... 아직 이적자는 못깼구여 ㅎㅎ 다름이 아니라 원래 렌 본캐로 즐기다가 이번에 레테를 본캐랑 비슷한 스펙으로까지 맞추면서 본캐를 뭐로 해야할지 고민이 좀 되네요. 둘다 애정이 가서 선택을 못하겠습니다. 주관적인 생각 말씀해주셔도 좋고 직업 티어로 말씀해주셔도 좋으니 많은 의견 부탁드리겠습니다!! Q 제목: 직업 추천! (종료) 최대 1개 선택 가능 참가자: 23 명 26.08.14 20:05:59 마감 득표순 답변순 레테 (82.6%, 19표) [이미지] 렌 (17.4%, 4표) [이미지] 투표가 종료되었습니다."
2026-08-13,0,0,아이템,경험치 도핑 질문드립니다,"추경(50%or70%), 3배or4배쿠폰, 익스골드, vip(경험치), 고농축or소경축비 이거 외에 또 먹어야되는 경험치 도핑있나요?"
2026-08-13,0,0,기타,형들 지금 링크캐 키울방법 없음?,저번에 렌 챌섭때 궁성비 안쓰고 접어서 렌만있고 텅텅비어있는데 링크캐 키우려니까 메가버닝이나 테라버닝도 안보이고 30부터 키울만한 이벤 없음?
2026-08-13,0,0,아이템,대적자의 큐브질문,무기에디유니크인데요 대적자의 큐브사용한면 스택해당됏요
2026-08-13,0,0,기타,메카베리 본캐vs부캐,본캐 297 (300목표) vs 부캐 286 (290목표) Q 제목: 메카베리 누구 줄까요 (D-1) 최대 1개 선택 가능 참가자: 16 명 26.08.16 19:00:00 마감 300을 위한 297 본캐 290을 위한 286 부캐
2026-08-13,0,0,기타,어빌리티 질문,직업은 아델입니다 승상님들 이거 그냥 킵하고 계속 써야하나여 아니면 서큘 20개 남겼는데 더 돌려야할까여
2026-08-13,0,0,몬스터,제네플러스 보스 연모6인으로 패도되나여?,연모 6인으로 패도 코인 받나요?
2026-08-13,0,0,아이템,메린이 해방무기 윗잠 질문,윗잠 돌리는게 나을까요? 제네 패스 플러스 사야하나 말아야하나 고민인데...
2026-08-13,0,0,아이템,보통 22성 도전자셋은 환산 몇만까지 끼나요?,다음 챌섭이 괜찮게 나온다면 1000억 정도 투자해서 진심 본캐 하나 해보려고 하는데 무기는 당연히 제네 무기로 갈거고... 도전자셋끼고 1000억 투자니까 환산 7만정돈 가능할까요? 보통 도전자셋은 환산 몇까지 끼는지 궁금합니다.
2026-08-13,0,0,기타,메린이 익스우 템세팅 질문,"작년 렌 유입으로 현재까지 키워온 메린이입니다. 익스우 솔플을 목표로 진행하고 있는데, 여기서 어떻게 더 가야할지 고수분들 조언 듣고자 질문글 올립니다. 현재 노말 칼로스까지 잡고있고 노적자는 120퍼 정도 나오네요 여명 유닠 15퍼 템들인데 27퍼 18성으로 쫙 바꿔주려하고있고, 아케인도 27퍼 18성으로 신견망 해주려고합니다 이외에 스펙을 더 올릴 길이 있을까요? 많은 조언 부탁드려요 ㅠㅠ"
2026-08-13,0,0,기타,대적자 3페 연습모드 여는 방법,대적자 2페 클리어 했는데 3페 연습모드가 안열려요... 3페를 깨야 열리는거였나요? 그럼 굳이 연습모드의 의미가 있나 싶기도하고... 2페는 어느정도되서 3페 연습만하고 싶은데 2페부터 깨야하네요...
2026-08-13,0,0,기타,깡통 200레벨에서 (노하버) 부스터,100개주는거 다쓰면 레벨 몇정도 될수있나요? 본캐바꾸고싶은데 하버를 써버려서요
2026-08-13,0,0,아이템,제네무기 윗잠 아랫잠 뭐돌릴까요...,대적자코인으로 돌릴건데 블큐살까요 에디큐브살까요 고수형님들 ㅠㅠ [이미지]
2026-08-13,0,0,기타,"헥사스킬올리기, 야누스30조각 모으기",헥환 41000정도 되는 레테입니다. 조각은 700개정도 있습니다 사냥은 퇴근하고 많으면 2시간 주말엔 4 시간정도 합니다 까불지 말고 헥사스킬이나 올릴까요??
2026-08-13,0,0,아이템,100억 정도 있는디,하메 106% 정도 나옵니다 [이미지] 어떻게 스펙업 하는게 제일 효율이 좋을까요... 리4컨3 일단 쓰는중입니다
2026-08-13,0,0,기타,레테 보조 질문드립니다..,현재 제네무기 윗잠 보보마 40/35/9 입니다. 레테는 무보 합해서 보공 두개있는게 괜찮다고 하여 보조 마4줄 사려고 하는데 가격이 어느정도인지 궁금하네요... 현재 경매장 계속 매물은 보고있는데 가격도 비싸고.. 마4줄 사도 괜찮은지 생각도들고.. 성수기라서 마4줄이 이가격인가요? 비수기 진입하면 보조가격 많이 떨어지나요..?
2026-08-13,0,0,아이템,섀도어 뚝,에테 뚝 35억에 쿨감 1초에 주스텟 2줄 / 아님 에테 뚝 45억 3초 가 좋을까요?
2026-08-13,0,0,기타,하드메이린 목표 템셋 좀 봐주세요 ㅠㅠ,[이미지] [이미지] [이미지] 10성이나 17성 장비들 다 18성 올리고 프악공작 완료해줄 예정입미다 조각도 300개 더 쓸 예정인데 배율 105이상은 맞추고싶은데 뮤ㅓㄹ해여할가요?? ㅠ 제네플러스 다태유ㅗㅆ는데 제네무기 3줄 안떴어요 ㅠㅠ
2026-08-13,0,0,아이템,에디 레전 천장 사용처가 고민입니다....,"[이미지] 짤과 같은 상태입니다. 현재 목표는 7만대 익스우, 흉성 솔플 도는걸로 잡았습니다. 그래서 무기 에디는 저 상태로 만족하고 쌓인 천장 스택을 모자나 장갑을 직작하는 방향을 생각했습니다. 옵션이 없는 모자장갑 레레가 120~130에 팔리고 있기에 등업만 쫙 뽑아가 이득을 볼까 합니다. 제가 지금 옳바른 선택을 하려는 건지, 더 나은 길이 있는지 조언 부탁드립니다."
2026-08-13,0,0,기타,펫 아무거나 사도 되나요?,펫 관련 영상도 보고 있는데 일반 펫이랑 자석펫이랑 많이 다른가요?? 일반 펫은 먹는 범위가 작아서 자석펫이라 불리지 않는건가요?? 디진라벨? 그것만 사도 메생에는 문제 없는지...
2026-08-13,0,0,몬스터,뉴비 하드메이린 찐모,"[이미지] 안녕하세요 하드메이린 저번주에 연모로 1분남기고 깨구 이번에 찐모 도전을해봣는데 메이린피가 5퍼정도 남더라구요 제가 딜을 못넣어서 이정도가 남는거겟죠?.. 직업은 제논입니당 도핑은 반빨별,전설영웅비약,VIP버프,슈퍼파워버프,세이람 이렇게 먹구 갔습니다"
2026-08-13,0,0,기타,챌섭리프,챌섭에서 키우고 있는 복귀메린이인데..이번에 리프하면 서버 어디로 갈지 고민입니다. 전에 키웠던 곳은 베라이고 자석펫 한마리랑 유니온 8천정도는 되는데..관세를 생각하면 스카니아로 가야될거 같이서요.. 메짱님들은 어케하시나여?? 베라섭으로 갈지 아님 스카니아로 갈지
2026-08-13,0,0,몬스터,보마 카링1페 질문 있습니다,"안녕하세요 보마 카링 초행입니다. 환산은 150% 정도 나옵니다. 현재 1페 연습하고 있는데, 질문이 있습니다. 1. 흉수 1극딜이 안나오는 경우 순서는 어떻게 잡는게 좋나요? 2. 흉수 본체 패턴의 경우, 선딜이 짧아 더블점프로는 피하기 힘들던데, 돌진기를 써야되나요? 보스랑 딱 붙어 있으면 패턴을 안맞을 수는 있는데, 거리가 벌어지거나 하는 경우에는 어떻게 피하는지 궁금합니다. 3. 혼돈의 경우 보마는 패턴 거리 밖에서 치는게 나은가요 아니면 딱 붙어서 치는게 나은가요?"
2026-08-13,0,0,아이템,궁금해서 그런데 왕예인 따려면 얼마써야됨??,진짜 순수 궁금 그래도 여기 상위 50%안에는 들거같은데 ㅋㅋㅋ
2026-08-13,0,0,아이템,크주잡 에테 스타포스 어디까지 올려야할까요?,이번주 샤타 라는 이야기가 많아서 크주잡 에테 샀는데 그냥 17성까지 올려서 쓸까요? 아님 대장장이? 맡겨서 18성 올릴까요?
2026-08-13,0,0,직업,직업 고민,부캐로 캡틴이랑 와헌 카이저 중에 키우고 싶은데 목표는 딱히 없고 그냥 꾸준히 키우고 싶은데 안질리는거로 하면 어떤게 나을까요..?
2026-08-13,0,0,아이템,100억으로 템세팅 질문,"진짜 아이템버닝도 없이 하이퍼버닝 보상만 있는 투혁 200만따리 렌 키우고있는데, 100억으로 템세팅 해보려고함. 어떤것부터 맞춰야할까? 선택과 집중해야하나? 아니면 공고루 올려야함?"
2026-08-13,0,0,기타,메 m 이거 차이가 뭔가요,하나는 펫 효과 적용되고 하나는 안되네요
2026-08-13,0,0,아이템,칠흑 보통 얼마정도 하나요?,"여명 4셋+ 미트라 쓰고 있는데 이지카링, 노말 칼로스, 대적자, 하드 메이린 이정도는 잡고 싶어서 칠흑으로 넘어가는 고민중인데 직작은 힘들거 같아서 완작이나 그정도 탬 사서 사용하고 싶은데 부위당 보통 얼마정도 잡고 세팅해야 될지 대략적인 가격이나 순서가 궁금합니다 지금 핵환4.3에 하드세렌까지 잡았습니다 [이미지]"
2026-08-13,0,0,아이템,무보 잇는상태에서 유챔 템셋팅질문점여,"리레4렙, 마도서, 하트 있는상태인데 여기서 하드세렌유챔 배율 한 130퍼이상으로 잡을려고하면 템 어느정도 급으로 맞춰야하나여??? 아니면 얼마정두 써야하나여... 엔버 유챔만 하고 버릴생각으로 교가템으로만 사려고하는데"
2026-08-13,0,0,아이템,보마 노말 칼로스 템셋 질문,닉네임은 리자몽사랑단 입니다. 노말 칼로스 까지 잡아보고 싶은데 템셋 조언 부탁드립니다. 배율은 최소 125 정도 나왔으면 좋겠습니다.
2026-08-13,0,0,아이템,제네무기 어디를 건드려야 될까요?,제네무기 아랫잠을 돌렸는데 주스탯공공 이렇게 떠버렸는데 다음 대적자 큐브를 화에큐를 받아서 돌려야되나요? 아님 추옵을 돌려야되나요? 추옵은 1추 12퍼고 아랫잠은 환산주스탯에서는 공21.8퍼급이라고 나옵니다..
2026-08-13,0,0,아이템,제네시스 코인 투자처 질문,안녕하세요 현재 챌섭 아란을 진심본캐 / 본섭 렌을 부캐로 상정하고 키우고 있습니다 [이미지] 아란은 현재 노칼/이카 라인이고 렌은 배율상 현재 이칼이지만 천천히 하세까지는 올려줄 계획입니다 현재 고민중인건 이번 제네시스 패스 코인 - 아란무기 추옵 or 렌 밑잠 입니다 심환불의 메리트와 가성비가 많이 좋나요?? 그렇다면 아란 추옵 보는게 맞는 거 같은데 정확히 모르겠어서 여쭤봅니다
2026-08-13,0,0,기타,챌섭 리프 질문,제가 오로라가 고향이고 유니온이 8500정도 되는데 이번 챌섭에서 키운 캐릭을 어디로 보낼지 고민입니다. 오로라를 유기하고 도시섭으로 보내서 새로 키우는게 나을까요 아니면 그냥 계속 오로라로 키우는게 나을까요? 챌등급은 현재 다이아고 곧 마스터 찍을것 같습니다.
2026-08-13,0,0,아이템,제네무기 추옵 질문,해방해서 추옵 돌리고 있는데 오른쪽 고르는게 맞나요? 전투력은 더 오르는데 왼쪽은 2추라
2026-08-13,0,0,아이템,초저자본 메린이 첫 제네시스 잠재 질문,메선배님들 안녕하세요! 오늘 메생 처음으로 제네시스 해방을 했습니다 ㅜㅜㅜㅜㅜㅜㅜ 어떻게든 열심히 메소 모아서 제네시스 레전드 띄우기는 했는데 현질해서 50억 메소 정도 쓰면 아래 이미지의 윗잠재보다 좋은 거 뜰 가능성이 낮나요? 35%랑 힘퍼 들어가니까 안 예뻐보이고 몬가몬가 싶어서 더 돌려보고 싶은데 50억은 너무 적은 거라 의미없는 지출이다 라고 하시면 그냥 포기하고 쓰려구요 [이미지]
2026-08-13,0,0,아이템,보마 300억이면 보조 엠블 몇줄가능?,ㅇㅇ?
2026-08-12,0,0,아이템,템환 9.2인데 데티해방까지 템셋 좀 봐주실 형님,있으실까요
