videoId,text,likeCount,published,text_raw,text_clean,tokens,is_question,question_category,question_confidence,llm_error,classification_source
oHLCAyjxywA,@01:34 맑음님 이름은 지훈,1,2026-08-11 14:50:51+00:00,@01:34 맑음님 이름은 지훈,맑음님 이름은 지훈,"['맑음', '이름', '지훈']",False,해당없음,1.0,,
mQo4xmzyIgY,"템화6.7이면 전투력이 2억이나 나와요?

패파라서그런가 템환6.7로 1.4억이던데",1,2026-08-11 13:57:16+00:00,"템화6.7이면 전투력이 2억이나 나와요?

패파라서그런가 템환6.7로 1.4억이던데",템화6 7이면 전투력이 2억이나 나와요? 패파라서그런가 템환6 7로 1 4억이던데,"['템', '전투력', '나오', '패파', '그렇', '템환']",True,스펙업,0.95,,
mQo4xmzyIgY,내실필요해요!,1,2026-08-11 13:14:20+00:00,내실필요해요!,내실필요해요,"['내실', '필요']",False,해당없음,0.95,,
mQo4xmzyIgY,내실도 해줘,1,2026-08-11 12:31:00+00:00,내실도 해줘,내실도 해줘,"['내실', '하']",True,육성_레벨링,0.9,,
oHLCAyjxywA,또 나만 안뜨지 에픽빔…,0,2026-08-11 12:22:17+00:00,또 나만 안뜨지 에픽빔…,또 나만 안뜨지 에픽빔,"['뜨', '에픽빔']",False,해당없음,1.0,,
mQo4xmzyIgY,"선생님의 영상에 도움을 받아
메린이가 마침내 챌린저 달성했어요
그런데 이제부터 뭘 하면 좋을지 모르겠어요",2,2026-08-11 12:20:51+00:00,"선생님의 영상에 도움을 받아
메린이가 마침내 챌린저 달성했어요
그런데 이제부터 뭘 하면 좋을지 모르겠어요",선생님의 영상에 도움을 받아 메린이가 마침내 챌린저 달성했어요 그런데 이제부터 뭘 하면 좋을지 모르겠어요,"['선생', '영상', '도움', '받', '메리', '이', '챌린저', '달성', '이제', '하', '좋', '모르']",True,육성_레벨링,1.0,,
mQo4xmzyIgY,약 20년만에 복귀한 초뉴비인데 좋은 영상 감사합니다,1,2026-08-11 12:15:26+00:00,약 20년만에 복귀한 초뉴비인데 좋은 영상 감사합니다,약 20년만에 복귀한 초뉴비인데 좋은 영상 감사합니다,"['년', '만', '복귀', '초뉴비', '좋', '영상', '감사']",False,해당없음,1.0,,
mQo4xmzyIgY,내실도 해줫,1,2026-08-11 11:56:43+00:00,내실도 해줫,내실도 해줫,"['내실', '하']",False,해당없음,1.0,,
oHLCAyjxywA,맑음님은 몇채널인지 공개하라 공개하라 !!!,2,2026-08-11 11:49:27+00:00,맑음님은 몇채널인지 공개하라 공개하라 !!!,맑음님은 몇채널인지 공개하라 공개하라,"['맑음', '채널', '공개', '공개']",True,기타,0.8,,
mQo4xmzyIgY,결론은 메린이는 몆십이상써야 1억투력간다는거네요.....,1,2026-08-11 11:22:17+00:00,결론은 메린이는 몆십이상써야 1억투력간다는거네요.....,결론은 메린이는 몆십이상써야 1억투력간다는거네요,"['결론', '메린', '몆십', '이상', '쓰', '투', '가', '거']",False,해당없음,0.95,,
oHLCAyjxywA,브금이 너무 큰거같은데 나만 그런가..,0,2026-08-11 11:21:59+00:00,브금이 너무 큰거같은데 나만 그런가..,브금이 너무 큰거같은데 나만 그런가,"['브금', '크', '거', '같', '그렇']",True,시스템,0.95,,
mQo4xmzyIgY,4:53 해주세요,6,2026-08-11 11:14:42+00:00,4:53 해주세요,4 53 해주세요,[],True,보스,0.9,,
HVSa7aqX5Tk,ㅇㅇ,0,2026-08-11 11:06:06+00:00,ㅇㅇ,ㅇㅇ,[],False,해당없음,1.0,,
6nCTgra84_8,벨로나 소울 기대된다,0,2026-08-11 10:40:31+00:00,벨로나 소울 기대된다,벨로나 소울 기대된다,"['벨로', '소울', '기대']",False,해당없음,1.0,,
mQo4xmzyIgY,"누구든지 열심히만하면 2~3억 그 이상도 할수있어유..😅 
시간이 걸려서 그렇지..",3,2026-08-11 10:17:27+00:00,"누구든지 열심히만하면 2~3억 그 이상도 할수있어유..😅 
시간이 걸려서 그렇지..",누구든지 열심히만하면 2 3억 그 이상도 할수있어유 시간이 걸려서 그렇지,"['하', '이상', '하', '수', '있', '시간', '걸리', '그렇']",False,해당없음,1.0,,
mQo4xmzyIgY,1주차라는게 영상업로드 기준인가요 아니면 이번 목요일부터 시작되는건가요!!? 유입 4일차라 여쭙습니다,1,2026-08-11 10:06:43+00:00,1주차라는게 영상업로드 기준인가요 아니면 이번 목요일부터 시작되는건가요!!? 유입 4일차라 여쭙습니다,1주차라는게 영상업로드 기준인가요 아니면 이번 목요일부터 시작되는건가요 ? 유입 4일차라 여쭙습니다,"['주', '차', '것', '영상', '업로드', '기준', '이번', '목요일', '시작', '거', '유입', '일', '차', '여쭙']",True,이벤트,1.0,,
6nCTgra84_8,라방일정은 어떻게 아나요?,0,2026-08-11 10:04:09+00:00,라방일정은 어떻게 아나요?,라방일정은 어떻게 아나요?,"['라', '방', '일정', '어떻', '알']",True,기타,1.0,,
mQo4xmzyIgY,리프하면 방어구 없어지는거 아닌가여?,1,2026-08-11 10:01:02+00:00,리프하면 방어구 없어지는거 아닌가여?,리프하면 방어구 없어지는거 아닌가여?,"['리프', '방어', '구', '없', '거']",True,장비_아이템,0.95,,
mQo4xmzyIgY,1억에서 2억으로 갈 때 칠흑은 어느부위 부터 가는게 정배일까요,1,2026-08-11 09:56:46+00:00,1억에서 2억으로 갈 때 칠흑은 어느부위 부터 가는게 정배일까요,1억에서 2억으로 갈 때 칠흑은 어느부위 부터 가는게 정배일까요,"['가', '때', '칠흑', '부위', '가', '것', '배']",True,장비_아이템,1.0,,
mQo4xmzyIgY,"항상 감사합니다
좋아요 댓글은 채널유지에 큰힘이 됩니다!

0:21 전투력 1억 필수인 해방 무기 패스 사야할까?
01:42 검밑솔에서 데미지가 안나오는 이유
03:35 전투력 1억은 어떻게 가는가?
05:48 전투력 2~3억은 괴수인가!


영상과 상관없는 내용이나 과도한 직업비하는
삭제가 되니까 이부분 양해부탁드립니다

채널에 가입하여 혜택을 누려보세요.
https://www.youtube.com/channel/UClLl6MY6ad9f_bZDHxdzqww/join

잼이카페
cafe.naver.com/zamegame

잼이 치지직
https://chzzk.naver.com/fc472e07e10f4e2fb7ee9db67d29120d

목 건강이 나빠서 이중 더빙을 하고 있습니다

ai 성우 사용중입니다

[메이플 장편] 월수금 1편씩 오후 6시 업로드",1,2026-08-11 09:52:10+00:00,"항상 감사합니다
좋아요 댓글은 채널유지에 큰힘이 됩니다!

0:21 전투력 1억 필수인 해방 무기 패스 사야할까?
01:42 검밑솔에서 데미지가 안나오는 이유
03:35 전투력 1억은 어떻게 가는가?
05:48 전투력 2~3억은 괴수인가!


영상과 상관없는 내용이나 과도한 직업비하는
삭제가 되니까 이부분 양해부탁드립니다

채널에 가입하여 혜택을 누려보세요.
https://www.youtube.com/channel/UClLl6MY6ad9f_bZDHxdzqww/join

잼이카페
cafe.naver.com/zamegame

잼이 치지직
https://chzzk.naver.com/fc472e07e10f4e2fb7ee9db67d29120d

목 건강이 나빠서 이중 더빙을 하고 있습니다

ai 성우 사용중입니다

[메이플 장편] 월수금 1편씩 오후 6시 업로드",항상 감사합니다 좋아요 댓글은 채널유지에 큰힘이 됩니다 0 21 전투력 1억 필수인 해방 무기 패스 사야할까? 01 42 검밑솔에서 데미지가 안나오는 이유 03 35 전투력 1억은 어떻게 가는가? 05 48 전투력 2 3억은 괴수인가 영상과 상관없는 내용이나 과도한 직업비하는 삭제가 되니까 이부분 양해부탁드립니다 채널에 가입하여 혜택을 누려보세요 잼이카페 cafe naver com zamegame 잼이 치지직 목 건강이 나빠서 이중 더빙을 하고 있습니다 ai 성우 사용중입니다 메이플 장편 월수금 1편씩 오후 6시 업로드,"['감사', '좋', '댓글', '채널', '유지', '크', '힘', '되', '전투력', '필수', '해방', '무기', '패스', '사', '검', '밑', '솔', '데미지', '나오', '이유', '전투력', '어떻', '가', '전투력', '괴수', '영상', '상관없', '내용', '과도', '직업', '비하', '삭제', '되', '부분', '양해', '부탁', '드리', '채널', '가입', '혜택', '누리', '잼이카페', '잼', '목', '건강', '나쁘', '이중', '더빙', '하', '성우', '사용', '중', '메이플', '장편', '월', '수금', '편', '오후', '시', '업로드']",True,스펙업,0.95,,
oHLCAyjxywA,림보 발드가 칠흑 꿀통이네,0,2026-08-11 08:47:12+00:00,림보 발드가 칠흑 꿀통이네,림보 발드가 칠흑 꿀통이네,"['림보', '발드', '칠흑', '꿀', '통']",False,해당없음,0.95,,
oHLCAyjxywA,부거줄,0,2026-08-11 08:11:33+00:00,부거줄,부거줄,['부거줄'],False,해당없음,1.0,,
oHLCAyjxywA,내가잡는 림흉발은 노멀인가? 진짜 에픽빔 절대없던데 여긴 무슨 매주뜨네,0,2026-08-11 07:56:06+00:00,내가잡는 림흉발은 노멀인가? 진짜 에픽빔 절대없던데 여긴 무슨 매주뜨네,내가잡는 림흉발은 노멀인가? 진짜 에픽빔 절대없던데 여긴 무슨 매주뜨네,"['잡', '림흉발', '노멀', '에픽빔', '없', '뜨']",True,보스,0.95,,
oHLCAyjxywA,맑음님 정도 스팩 이면 상위 10위권 되나? 퍼클 에도 여러번 이름 올리니까,0,2026-08-11 07:45:21+00:00,맑음님 정도 스팩 이면 상위 10위권 되나? 퍼클 에도 여러번 이름 올리니까,맑음님 정도 스팩 이면 상위 10위권 되나? 퍼클 에도 여러번 이름 올리니까,"['맑음', '정도', '스팩', '상위', '위', '되', '퍼클', '번', '이름', '올리']",True,스펙업,0.9,,
oHLCAyjxywA,다음 신규 보스 추가되면 수익 어떨지 궁금하네요!,0,2026-08-11 07:09:52+00:00,다음 신규 보스 추가되면 수익 어떨지 궁금하네요!,다음 신규 보스 추가되면 수익 어떨지 궁금하네요,"['다음', '신규', '보스', '추가', '수익', '어떻', '궁금하']",True,보스,0.95,,
oHLCAyjxywA,다음주 벨로나인데 상위권 유저분들은 보스 잡을때 듄더진 라인에서 하나 버려야 할거같긴 한데 말이죠 참,3,2026-08-11 07:09:15+00:00,다음주 벨로나인데 상위권 유저분들은 보스 잡을때 듄더진 라인에서 하나 버려야 할거같긴 한데 말이죠 참,다음주 벨로나인데 상위권 유저분들은 보스 잡을때 듄더진 라인에서 하나 버려야 할거같긴 한데 말이죠 참,"['다음', '주', '벨로나', '상위', '유저', '분', '보스', '잡', '때', '듄더진', '라인', '버리', '거', '같', '말']",False,해당없음,0.95,,
oHLCAyjxywA,달에 약 240만원정도 벌기 위해 총 큰 거 몇장정도 썼을려나 궁금하다,1,2026-08-11 06:47:48+00:00,달에 약 240만원정도 벌기 위해 총 큰 거 몇장정도 썼을려나 궁금하다,달에 약 240만원정도 벌기 위해 총 큰 거 몇장정도 썼을려나 궁금하다,"['달', '원', '정도', '벌', '위하', '크', '거', '장', '정도', '쓰']",True,재화_경제,0.9,,
oHLCAyjxywA,와 나 노말메이린에서 칠흑상자떳는데 확률 극악이엇구나ㅋㅋㅋ,0,2026-08-11 06:11:53+00:00,와 나 노말메이린에서 칠흑상자떳는데 확률 극악이엇구나ㅋㅋㅋ,와 나 노말메이린에서 칠흑상자떳는데 확률 극악이엇구나ㅋㅋ,"['노말메이린', '칠흑', '상자', '뜨', '확률', '극악']",False,해당없음,1.0,,
oHLCAyjxywA,근데 1주차 결정이 196억인데 칠흑이랑 이거저거 합쳐서 204억인건가여..?,0,2026-08-11 05:18:43+00:00,근데 1주차 결정이 196억인데 칠흑이랑 이거저거 합쳐서 204억인건가여..?,근데 1주차 결정이 196억인데 칠흑이랑 이거저거 합쳐서 204억인건가여 ?,"['주', '차', '결정', '칠흑', '합치', '거']",True,보스,0.95,,
oHLCAyjxywA,에픽빔 ㅈㄴ 잘뜨네,0,2026-08-11 05:18:34+00:00,에픽빔 ㅈㄴ 잘뜨네,에픽빔 ㅈㄴ 잘뜨네,"['에픽빔', '뜨']",False,해당없음,1.0,,
oHLCAyjxywA,보스로만 번거지요? ㄷㄷ,0,2026-08-11 05:14:23+00:00,보스로만 번거지요? ㄷㄷ,보스로만 번거지요? ㄷㄷ,"['보스', '벌', '거']",True,보스,0.9,,
oHLCAyjxywA,1133억을 현실돈으로 치면 230만원이 넘네요 최저시급보다 더 높네요,1,2026-08-11 05:09:42+00:00,1133억을 현실돈으로 치면 230만원이 넘네요 최저시급보다 더 높네요,1133억을 현실돈으로 치면 230만원이 넘네요 최저시급보다 더 높네요,"['현실', '돈', '치', '원', '넘', '최저', '시급', '높']",False,해당없음,1.0,,
oHLCAyjxywA,굳굳 1빠 잘보고있습니당,0,2026-08-11 05:06:59+00:00,굳굳 1빠 잘보고있습니당,굳굳 1빠 잘보고있습니당,"['굳', '빠', '보']",False,해당없음,1.0,,
j__MUJTquJw,1:59,0,2026-08-11 02:59:41+00:00,1:59,1 59,[],False,해당없음,1.0,,
f3DLA1EU8vw,10:24,0,2026-08-11 02:24:38+00:00,10:24,10 24,[],False,해당없음,1.0,,
6nCTgra84_8,노래부르는건 굳이 안넣어도되는데... 다른 정보유튜버로 갈아타야겠다,0,2026-08-11 02:05:15+00:00,노래부르는건 굳이 안넣어도되는데... 다른 정보유튜버로 갈아타야겠다,노래부르는건 굳이 안넣어도되는데 다른 정보유튜버로 갈아타야겠다,"['노래', '부르', '거', '넣', '되', '정보', '유튜버', '갈아타']",False,해당없음,1.0,,
Q-b20FJZ0jQ,250렙 비약 얘기해줬어야지..,0,2026-08-10 16:40:15+00:00,250렙 비약 얘기해줬어야지..,250렙 비약 얘기해줬어야지,"['렙', '비약', '얘기']",False,해당없음,0.95,,
9mbc6ESMMvo,카오스 1-1을 진입하니 방향이 잡혀서 울티마스쿼드를 더 즐길수가 있게 되었네요. 영상이 도움이 됩니다.,0,2026-08-10 10:53:14+00:00,카오스 1-1을 진입하니 방향이 잡혀서 울티마스쿼드를 더 즐길수가 있게 되었네요. 영상이 도움이 됩니다.,카오스 1 1을 진입하니 방향이 잡혀서 울티마스쿼드를 더 즐길수가 있게 되었네요 영상이 도움이 됩니다,"['카오스', '진입', '방향', '잡히', '울티마스쿼드', '즐기', '수', '있', '되', '영상', '도움', '되']",False,해당없음,1.0,,
6nCTgra84_8,벨로나 장패드 굿즈 쿠션 존버중.,0,2026-08-10 10:34:51+00:00,벨로나 장패드 굿즈 쿠션 존버중.,벨로나 장패드 굿즈 쿠션 존버중,"['벨로나', '장', '패드', '굿즈', '쿠션', '존버', '중']",False,해당없음,1.0,,
9mbc6ESMMvo,스쿼드 계산기 사이트 이제 카오스 1-2 이후로 입력이 안되던데 저만 그런가요,0,2026-08-10 10:28:29+00:00,스쿼드 계산기 사이트 이제 카오스 1-2 이후로 입력이 안되던데 저만 그런가요,스쿼드 계산기 사이트 이제 카오스 1 2 이후로 입력이 안되던데 저만 그런가요,"['스쿼드', '계산기', '사이트', '카오스', '이후', '입력', '되', '그렇']",True,시스템,0.95,,gemini
xLPWWv_-gwI,미쵸땅 이거 보고 바로 깸,0,2026-08-10 08:11:59+00:00,미쵸땅 이거 보고 바로 깸,미쵸땅 이거 보고 바로 깸,"['미쵸땅', '보', '깨']",False,해당없음,1.0,,gemini
6nCTgra84_8,이번 달 라방도 반응 궁금한 메숭이들은 개추~,2,2026-08-10 06:20:39+00:00,이번 달 라방도 반응 궁금한 메숭이들은 개추~,이번 달 라방도 반응 궁금한 메숭이들은 개추,"['이번', '달', '라', '방', '반응', '궁금하', '메숭이', '개추']",False,해당없음,1.0,,
6nCTgra84_8,오홍 여름아부탁해가아니라 잔테제군요,0,2026-08-10 06:02:01+00:00,오홍 여름아부탁해가아니라 잔테제군요,오홍 여름아부탁해가아니라 잔테제군요,"['오', '홍', '여름아 부탁해', '잔', '테제']",False,해당없음,1.0,,
GeniNYE0V5M,오 개꿀,1,2026-08-09 23:44:00+00:00,오 개꿀,오 개꿀,['개꿀'],False,해당없음,1.0,,
6nCTgra84_8,초창기 카링급이라는... 네....,0,2026-08-09 23:32:38+00:00,초창기 카링급이라는... 네....,초창기 카링급이라는 네,"['초창기', '카링급']",False,해당없음,0.95,,
6nCTgra84_8,이번 업데이트때 결정석 너프도 같이 올것같은데,0,2026-08-09 23:27:12+00:00,이번 업데이트때 결정석 너프도 같이 올것같은데,이번 업데이트때 결정석 너프도 같이 올것같은데,"['이번', '업데이트', '때', '결정', '석', '너프', '오', '것', '같']",True,이벤트,0.8,,
6nCTgra84_8,오늘은 앞쪽이 피아노 브금 머야!!,0,2026-08-09 22:57:10+00:00,오늘은 앞쪽이 피아노 브금 머야!!,오늘은 앞쪽이 피아노 브금 머야,"['오늘', '앞쪽', '피아노', '브금']",True,기타,0.95,,
6nCTgra84_8,"뭣 이지카링도 못깼는데 그이상이라고?
허",1,2026-08-09 22:52:10+00:00,"뭣 이지카링도 못깼는데 그이상이라고?
허",뭣 이지카링도 못깼는데 그이상이라고? 허,"['이지카링', '깨', '이상']",False,해당없음,0.95,,
6nCTgra84_8,생각해보니 거공노작값 유지잘될듯 벨로나 가면 더스크빼야하는데 예전 하데미안 빠지고 마깃안 가격 급등한것마냥 거공은 원래비싸니 오르진않겠지만 지금보다 떨어지긴힘든구조가 되겠네,0,2026-08-09 21:07:39+00:00,생각해보니 거공노작값 유지잘될듯 벨로나 가면 더스크빼야하는데 예전 하데미안 빠지고 마깃안 가격 급등한것마냥 거공은 원래비싸니 오르진않겠지만 지금보다 떨어지긴힘든구조가 되겠네,생각해보니 거공노작값 유지잘될듯 벨로나 가면 더스크빼야하는데 예전 하데미안 빠지고 마깃안 가격 급등한것마냥 거공은 원래비싸니 오르진않겠지만 지금보다 떨어지긴힘든구조가 되겠네,"['생각', '거공노작', '값', '유지', '되', '듯', '벨', '가', '더스크', '빼', '예전', '하데미안', '빠지', '깃', '안', '가격', '급등', '것', '공', '비싸', '오르', '지금', '떨어지', '힘들', '구조', '되']",False,해당없음,1.0,,
6nCTgra84_8,모멘텀 패스 2차 있지않나,0,2026-08-09 17:44:19+00:00,모멘텀 패스 2차 있지않나,모멘텀 패스 2차 있지않나,"['모멘텀', '패스', '차', '있']",True,이벤트,0.95,,
6nCTgra84_8,이제 카엔슬을 놓아줘야겠다 잘가라,0,2026-08-09 17:20:24+00:00,이제 카엔슬을 놓아줘야겠다 잘가라,이제 카엔슬을 놓아줘야겠다 잘가라,"['카엔슬', '놓', '가']",False,해당없음,1.0,,
6nCTgra84_8,"확실한건 메이플에 꼴잘알 디자이너가 있다는점임
신규로 나오는거 다 꼴잘알임",2,2026-08-09 12:23:38+00:00,"확실한건 메이플에 꼴잘알 디자이너가 있다는점임
신규로 나오는거 다 꼴잘알임",확실한건 메이플에 꼴잘알 디자이너가 있다는점임 신규로 나오는거 다 꼴잘알임,"['거', '메이플', '꼴', '알', '디자이너', '있', '점', '신규', '나오', '거', '꼴', '알']",False,해당없음,1.0,,
6nCTgra84_8,브금 아시는 분? 설명란에 써주면 참 좋을텐데 매번 물어보게 만드네..,0,2026-08-09 10:19:59+00:00,브금 아시는 분? 설명란에 써주면 참 좋을텐데 매번 물어보게 만드네..,브금 아시는 분? 설명란에 써주면 참 좋을텐데 매번 물어보게 만드네,"['브금', '분', '설명', '란', '쓰', '좋', '터', '묻', '만들']",True,기타,0.95,,
6nCTgra84_8,광기의 레프사도 벨로나ㄷㄷㄷ,0,2026-08-09 10:14:05+00:00,광기의 레프사도 벨로나ㄷㄷㄷ,광기의 레프사도 벨로나ㄷㄷ,"['광기', '레프사', '벨로나']",False,해당없음,1.0,,
