created_at,views,likes,category_clean,title_clean,content_clean,matched_term_ids,matched_terms,matched_categories,matched_expressions,match_count,is_matched
2026-08-14,0,0,아이템,해방 질문있습니다,같은 헥환이라도 해방하고 안하고 딜 차이가 있나요?,,,,,0,False
2026-08-14,0,0,아이템,코디정보좀...,옷이 뭔가요 이거,,,,,0,False
2026-08-14,0,0,직업,템환 6.4 헥환 5.3 캐릭 버리려고하는데요,이거 다 벗겨가지고 다른캐릭템이나 맞추고 직변하려고하는데요 이거 유챔은해주고 버리는게낫지싶은데 유챔칼로스 88.24% 유챔세렌 154%나오는데 좀 더 투자해서 칼로스까지깨고 버리는게 효율이 좋은가요 아니면 그냥 세렌에서 멈추는게 효율가성비가 좋은가요?,,,,,0,False
2026-08-14,0,0,기타,메린이 유니온 질문있습니다,"요번 챌섭으로 시작한 메린이 입니다! 슬슬 유니온작을 해야한다던데.. 제가 주캐릭은 렌이고 테라버닝으로 메르세데스, 은월, 레테를 200레벨 까지 찍어놓은 상황입니다 근데 여러 글들을 찾아보니 메르세데스에 250비약을 먹이라고 하더라구요... 이미 테라버닝으로 200레벨을 찍어놨는데 그냥 250비약 먹여도 될까요..?",,,,,0,False
2026-08-14,0,0,아이템,템환 10만으로 가고싶습니다..,환산사이트에서는 순서를 잘 모르겠어서. 메벤형님들꼐 질문드립니다.. 이벤트때마다 22 눌러보는게 나을까요? 아니면 새로 장비를 맞추면서 업그레이드 식으로 사야될지 해서요 첨에 목표는 8만이였어서 이렇게 셋팅하긴했는데 하면할수록 목표가 생겨서 꼬인듯합니다 ㅜ,,,,,0,False
2026-08-14,0,0,기타,챌썹뉴비 지금 시기에 패스 다 지를까요?,형님들 챌썹에 지금 이 시기에 캐릭생성 할라는데 제네 패스든 뭐든 다 질러도 괜찮겠습니까?,,,,,0,False
2026-08-14,0,0,기타,모멘텀 패스 플러스 누구 줄까요?,"본캐 284 아델, 부캐(챌섭) 280 레테입니다! 이번에 새로 나올 모멘텀플러스를 누구 주는 게 좋을까요? 제네패스+플러스를 본캐에 줘서 챌섭은 노해방입니다ㅠㅠ 혹시 챌섭을 주게 된다면, 지금 다이아까지 찍었는데 렙업하고 마스터 노려볼만할까요?",,,,,0,False
2026-08-14,0,0,기타,유니온 크뎀40개찍으려면 유니온 몇렙되야하나요???,복귀유저라 ㅠㅠ 5800인데 크뎀 30개까지밖에 못찍어서 궁금해요 ㅠㅠ,,,,,0,False
2026-08-14,0,0,아이템,챌린저 찍어보고 싶은데 여기서 뭘 더 해야 할까요?,[이미지] 더 뭘 해야 할지 몰라서 질문 드립니다. 285 찍으면 엄청 좋다고 하는데 그건 불가능 할 것 같습니다.,,,,,0,False
2026-08-14,0,0,기타,환산 질문,환산주스텟에 보스 배율에 관해서 궁금한게 있는데요 혹시 보스배율 풀도핑 기준인가요?,,,,,0,False
2026-08-14,0,0,아이템,챌섭 메린이 질문이용,오늘 보스 돌다가 거공 먹어서 총 48억 정도 있는데 어떻게 쓰는게 제일 나을까요? 이제 검마랑 세렌 정도 잡았어요,,,,,0,False
2026-08-14,0,0,기타,mvp작,"형님들 이번에 유입된 메린인데 바로 레드 달아보려는데, 부티크 50셋 사서 팔고 물통 치는게 효율 좋나요??",,,,,0,False
2026-08-13,0,0,아이템,이게 주흔15퍼작보다 좋은건가요?,이거 주흔15퍼작을 새로 해야될까요?? 아니면 그대로 쓰는게 나을까요??,,,,,0,False
2026-08-13,0,0,직업,본캐 추천 부탁드리겠습니다....,"안녕하세여 챌섭 시즌2 유입으로 소소하게 메이플하고 있는 유저입니다... 아직 이적자는 못깼구여 ㅎㅎ 다름이 아니라 원래 렌 본캐로 즐기다가 이번에 레테를 본캐랑 비슷한 스펙으로까지 맞추면서 본캐를 뭐로 해야할지 고민이 좀 되네요. 둘다 애정이 가서 선택을 못하겠습니다. 주관적인 생각 말씀해주셔도 좋고 직업 티어로 말씀해주셔도 좋으니 많은 의견 부탁드리겠습니다!! Q 제목: 직업 추천! (종료) 최대 1개 선택 가능 참가자: 23 명 26.08.14 20:05:59 마감 득표순 답변순 레테 (82.6%, 19표) [이미지] 렌 (17.4%, 4표) [이미지] 투표가 종료되었습니다.",,,,,0,False
2026-08-13,0,0,아이템,경험치 도핑 질문드립니다,"추경(50%or70%), 3배or4배쿠폰, 익스골드, vip(경험치), 고농축or소경축비 이거 외에 또 먹어야되는 경험치 도핑있나요?",,,,,0,False
2026-08-13,0,0,기타,형들 지금 링크캐 키울방법 없음?,저번에 렌 챌섭때 궁성비 안쓰고 접어서 렌만있고 텅텅비어있는데 링크캐 키우려니까 메가버닝이나 테라버닝도 안보이고 30부터 키울만한 이벤 없음?,,,,,0,False
2026-08-13,0,0,기타,메카베리 본캐vs부캐,본캐 297 (300목표) vs 부캐 286 (290목표) Q 제목: 메카베리 누구 줄까요 (D-1) 최대 1개 선택 가능 참가자: 16 명 26.08.16 19:00:00 마감 300을 위한 297 본캐 290을 위한 286 부캐,,,,,0,False
2026-08-13,0,0,기타,어빌리티 질문,직업은 아델입니다 승상님들 이거 그냥 킵하고 계속 써야하나여 아니면 서큘 20개 남겼는데 더 돌려야할까여,,,,,0,False
2026-08-13,0,0,기타,"헥사스킬올리기, 야누스30조각 모으기",헥환 41000정도 되는 레테입니다. 조각은 700개정도 있습니다 사냥은 퇴근하고 많으면 2시간 주말엔 4 시간정도 합니다 까불지 말고 헥사스킬이나 올릴까요??,,,,,0,False
2026-08-13,0,0,아이템,100억 정도 있는디,하메 106% 정도 나옵니다 [이미지] 어떻게 스펙업 하는게 제일 효율이 좋을까요... 리4컨3 일단 쓰는중입니다,,,,,0,False
2026-08-13,0,0,기타,펫 아무거나 사도 되나요?,펫 관련 영상도 보고 있는데 일반 펫이랑 자석펫이랑 많이 다른가요?? 일반 펫은 먹는 범위가 작아서 자석펫이라 불리지 않는건가요?? 디진라벨? 그것만 사도 메생에는 문제 없는지...,,,,,0,False
2026-08-13,0,0,기타,챌섭리프,챌섭에서 키우고 있는 복귀메린이인데..이번에 리프하면 서버 어디로 갈지 고민입니다. 전에 키웠던 곳은 베라이고 자석펫 한마리랑 유니온 8천정도는 되는데..관세를 생각하면 스카니아로 가야될거 같이서요.. 메짱님들은 어케하시나여?? 베라섭으로 갈지 아님 스카니아로 갈지,,,,,0,False
2026-08-13,0,0,몬스터,보마 카링1페 질문 있습니다,"안녕하세요 보마 카링 초행입니다. 환산은 150% 정도 나옵니다. 현재 1페 연습하고 있는데, 질문이 있습니다. 1. 흉수 1극딜이 안나오는 경우 순서는 어떻게 잡는게 좋나요? 2. 흉수 본체 패턴의 경우, 선딜이 짧아 더블점프로는 피하기 힘들던데, 돌진기를 써야되나요? 보스랑 딱 붙어 있으면 패턴을 안맞을 수는 있는데, 거리가 벌어지거나 하는 경우에는 어떻게 피하는지 궁금합니다. 3. 혼돈의 경우 보마는 패턴 거리 밖에서 치는게 나은가요 아니면 딱 붙어서 치는게 나은가요?",,,,,0,False
2026-08-13,0,0,아이템,궁금해서 그런데 왕예인 따려면 얼마써야됨??,진짜 순수 궁금 그래도 여기 상위 50%안에는 들거같은데 ㅋㅋㅋ,,,,,0,False
2026-08-13,0,0,기타,메 m 이거 차이가 뭔가요,하나는 펫 효과 적용되고 하나는 안되네요,,,,,0,False
2026-08-13,0,0,기타,챌섭 리프 질문,제가 오로라가 고향이고 유니온이 8500정도 되는데 이번 챌섭에서 키운 캐릭을 어디로 보낼지 고민입니다. 오로라를 유기하고 도시섭으로 보내서 새로 키우는게 나을까요 아니면 그냥 계속 오로라로 키우는게 나을까요? 챌등급은 현재 다이아고 곧 마스터 찍을것 같습니다.,,,,,0,False
2026-08-12,0,0,기타,제네 검마,제네 검마만 잡으면 바로 다음날 해방이 가능한데 어디서 다른 한분을 찾아야할까요.. 서버가 챌섭이 아니고 엘리 라서 더더욱 못찾는거 같아서요..,,,,,0,False
2026-08-12,0,0,기타,아 하드 메이린.. 개어렵다,배율 100펀데 안 잡힌다 미치겠다 원래 레테 입장극딜 약하게 들어가는건가? 나 4.2퍼 들어감 이거 맞음?,,,,,0,False
2026-08-12,0,0,기타,챌섭 챌린저 질문,"잡은 보스는 사진에 나오는 저 상태고, 현재 281렙 4.55만점, 전투력 딱 5000만입니다! 챌섭 끝나기 전에 챌린저 가능할까요?",,,,,0,False
2026-08-12,0,0,기타,어제 시작한 뉴비 제네패스,지금 262랩에 경험치패스는 구매했는데 제네패스사면 해방 가능할까요? 아이템버닝도 도전문장 부족할거같아서 패스사용 조금 해야할것같아요 계산기 보는데 성장속도에 따른 보스깨지는 시기를 몰라서 해방될지 안될지를 모르겠어요,,,,,0,False
2026-08-12,0,0,퀘스트,10000마리 사냥 보약 마릿수가 다음 주로 이월 되나요?,이번 주 여행 가서 10000마리 사냥을 못할 것 같은데 이거 다음 주로 이월 되나요? 그니까 다음 주에 20000마리 잡으면 마약 50포인트를 받을 수 있는 건가요?,,,,,0,False
2026-08-12,0,0,기타,커믹 질문입니다!,커믹을 적용할때.. 커믹 적용된 헤어를 낀 다음에 > 바꿀 헤어의 헤어쿠폰을 적용하면 커믹 적용되는걸로 알고 있는데 헤어쿠폰 상태가 아니라 이미 헤어로 껴버린거라면.. 보유중인 다른 커믹을 바를 순 없는게 맞나요? 커믹하나값이 너무 비싸서.. [이미지],,,,,0,False
2026-08-12,0,0,기타,풀드메 마췃는데 궁금한게있어요,풀드메 장만했는데 5줄 10줄인데 메획이 124 드랍이 224 24퍼식 왜 더오르는거죠?,,,,,0,False
2026-08-12,0,0,아이템,하드 메이린 잡았는데,이번에 메이플을 제대로 시작해보려고 하는데 이 다음 스펙업은 어떻게 하는게 좋을까여? 일주일에 메제 대 채워서 일주일에 100억정도 벌구 다음 목표를 뭐로 해야할지 모르겠어서 다음 목표도 한번 잡아주실수있나여? 감가는 신경 쓰기는 해도 효율을 더 중요하게 생각해서 어떤거든 상관없어여 [이미지],,,,,0,False
2026-08-12,0,0,아이템,하드 메이린 깨고나서 스펙업 질문,현 상태인데 뭐부터 해야할지 모르겠네요 일단 샤타포스 오면 끼고있던것들 19성(하트제외) 달아줄거같긴한데 바꾸면 뭐부터 바꿔야할까요?,,,,,0,False
2026-08-12,0,0,직업,2분 설치기 직업,접기전에 5석펫 있었는데 루시드스킬이 나왔다고해서 기웃거리는 중입니다 기존에 사냥할때는 제자리에서 스킬 하나만 누르면 어느순간에 스킬이 안나갔었는데 혹시 지금은 평타스킬 안쓰고 2분짜리 설치기만 깔면 자동사냥 되는 직업이 있나요? 인벤에서 찾아보니까 패치해서 막혔다는 내용도 있어보입니다 ㅜㅠ,,,,,0,False
2026-08-12,0,0,직업,메린이 본캐 고민,이번에 처음 시작한 메린이인데 챌섭에서 처음 키운 캐릭이 별로 맘에 안들어서 교체하고 싶은데 겨울까지 기다려야할까요 아니면 본섭에서 250비약 먹이고 이리저리 후딱 키워야할까요? 어느정도 투자는 생각하고 있습니다 챌린저는 달성한 상태입니다,,,,,0,False
2026-08-12,0,0,아이템,선생님들 이거 어떤 거 선택하면 좋을까요?,뉴비인데.. 물어볼 데가 없어서 하염없이 창만 띄워 놓고 여기까지 왔어요..,,,,,0,False
2026-08-12,0,0,아이템,메린이 하드메이린 잡으려면 어떻게 세팅해야 할까요…,[이미지] [이미지] [이미지] 6월에 처음 시작해서 지금까지 매일 몬스터파크 기타 등등 하면서 총 150을 썼는데… 아직 하드 메이린 잡기가 어렵습니다…(약 75퍼) 총 이제 50정도만 더 써서 하고 싶은데… 발컨이라 120퍼 정도로 맞출 수 있을까요…?,,,,,0,False
2026-08-12,0,0,아이템,아이탬 이름이 궁금합니다,마을에서 저런 말풍선 띄우신분들이 좀 잇던데 지금 구할 수있는걸까요?? 아이템 이름이 궁금합니다,,,,,0,False
2026-08-12,0,0,기타,MVP작 할 때 질문,"부티크 티켓 33,000원 10개 묶음을 9개 구매 → 297,000원 17억메소에 9개 판매 → 153억 메소 내 메소 47억메소 보태서 라운지 메소 구매 업자에게 억당 1500원에 200억 판매 → 300,000원 회수 이렇게 해도 되나요?",,,,,0,False
2026-08-12,0,0,아이템,메린이 엠블럼,이정도면 오래 써도 될까요?,,,,,0,False
2026-08-12,0,0,기타,어빌 카오스 서큘레이터 질문이요,1퍼가 부족한데 카오스 서큘레이터 40개 쓸까요??,,,,,0,False
2026-08-12,0,0,기타,메이플 그래픽설정 의견주시면 감사하겠습니다.,"지싱크 모니터 쓰시는분이나 안쓰시는분 전부 의견주시면 감사하겠습니다. 삼성 오디세이모니터 fhd 240hz (지싱크지원) 쓰고있고 컴터사양은 i7 12700k / 3060 ti / 램32기가 입니다. 다른게임은 지싱크쓰고있지만 메이플은 지싱크안쓰는게 낫다?라는것같아서 엔비디아제어판에서 메이플만 지싱크끄기, 수직동기화 응용프로그램제어, 저지연모드 끄기 이렇게 해놓고 인겜설정은 수직동기화,스마트ai보정 끄기로 해놨는데 혹시 지싱크모니터 쓰시는분들은 메이플에 지싱크 적용하시는지. 하신다면 엔비디아 제어판이랑 인게임설정 어떻게하셨는지. 지싱크모니터 안쓰시는분들은 또 어떻게 설정하셨는지 궁금합니다. 잔렉?이라해야하나 메이플이 부드럽지않은것같아서 최적의 설정값을 찾는중이라 고견 여쭙니다.",,,,,0,False
2026-08-12,0,0,아이템,제네 추옵 질문입니다.,입력하는 방법을 몰라서 ㅜㅜ 질문드립니다 뭐가 더 좋을까요?,,,,,0,False
2026-08-11,0,0,아이템,컨티4렙이 점점 비싸지던데 챌 끝나면 싸지나요?,지금 하나 장만할까햇는데 36억에서 41억까지 올라버렷네요 지인분이 챌끝나면 싸질거라 참으라곤하는데 맞나해서 여쭤봅니다,,,,,0,False
2026-08-11,0,0,기타,유니온 제대로 적용되고 있는건가요,[이미지] [이미지] 48캐릭 200성비로 올려놨는데 왜 37밖에 적용 안되었다고 나오죠? 유니온은 42캐릭 높은캐릭순 아닌가요?,,,,,0,False
2026-08-11,0,0,퀘스트,선생님들 카웅 선행퀘 질문있습니다!,이번 챌섭에서 일주일 정도 된 메린이 입니다. 일일보스에 카웅이 있어서 잡기 위해 선행퀘(지구방위본부) 7개 진행했는데 보스 트라이가 잠겨있습니다. 왜 이런지 아시는 분 계신가요?? [이미지],,,,,0,False
2026-08-11,0,0,직업,루미너스 윈브 중에 본캐 추천 부탁드립니다!,둘 중이 본캐 마지막으로 각잡고 키우려는데 어떤 걸 더 추천하시나요?? 체급은 어느정도인지 궁금하고 일단 목표는 익스우입니다만 후에 더 올라갈수도 있어요! 추천부탁드립니다! Q 제목: 본캐 최대 1개 선택 가능 참가자: 9 명 루미 윈브,,,,,0,False
2026-08-11,0,0,몬스터,렌 하세 환산 118.7% 로 1초 남기고 잡게될 것 같은데...,렌 하세 환산 118.7% 로 1초 남기고 잡게될 것 같은데... 이러면 하드 메이린도 118.7% 정도로 해야만 잡을 수 있을 까요? 몬스터의 패턴과 맵 패턴이 하세보단... 암흑없는 메이린이 더 낮아도 될거 같은데....,,,,,0,False
2026-08-11,0,0,기타,하이퍼버닝 캐릭 삭제 고민,"메이플 챌린저스 서버에 하이퍼버닝 캐릭 만들었는데 직업이 마음에 안들어서 삭제하고 다시 만들까 고민 중이에요 레벨은 260이고 레벨업 보상은 250까지 받았어요 아이템버닝, 비욘드, 패스 결제는 안했어요 이 정도면 삭제하고 다시 만들어도 될까요? 메린이라 어느정도 손해인지 감이 안잡히네요",,,,,0,False
2026-08-11,0,0,기타,도시섭이랑 시골섭 차이 심함?,맨 처음에 루나에 키웠는데 친구들이 스카니아에서 같이 하자고해서 스카니아에서 게임했는데 이새기들이 다 접었고 루나에 있는 코디템도 아깝고해서.. 시골로 리프고민중인데 차이가 심한가요??,,,,,0,False
2026-08-11,0,0,기타,첼섭 본섭 차이,첼섭 버프 차이가 심할까요? 유뇬9600인가 그렇습니다,,,,,0,False
2026-08-11,0,0,아이템,리레4렙,44억이던데 지금이 저점일까요? 사려고 돈 모으고 있는데 최대한 빨리사는 게 이득인가요?,,,,,0,False
2026-08-11,0,0,기타,메이플 쌩뉴비 질문드려요...,3일전에 시작했는데요! 어찌저찌 받을거 다 받고 ㄹ 필수라는 패스들은 산 상태에요 레벨은 267입니다 보스는 노말 카이 전까지 다 잡앗어요 1. 레벨은 사냥으로 280까지 계속 올리면 되는건가요? 몬스터 파크랑 일일퀘스트도 매일 하고 있습니다! 2. 챌린저스 월드 보상 받으려고 보스 잡다가 5번 정도를 연습모드 안하고 벨룸까지 보상을 받아버렷는데 이렇게 하면 안된다고 하더라구요..?ㅠ 제네시스 패스를 삿는데 보스를 그럼 뭐 잡아야하는지 궁금합니다... 유튜브 영상을 봐도 뭐가 뭔지 잘 이해가 안되가지고 답답하실 수 있지만 답변해주시면 감사하겠습니다ㅠㅠ,,,,,0,False
2026-08-11,0,0,기타,챌섭 떠날까요?,"요번에 템 다 처분하고 남은게 4석펫 검밑솔 투력인데 본섭까면 그래도 5석펫, 20 야누스인데 그냥 가성비 드메세팅하고 조각만 캐는게 효율적이지 않나 고민드네요",,,,,0,False
2026-08-11,0,0,몬스터,앞으로 뭘 건드리는게 좋을까요 ?,하드세렌까진 잡았구 285전에 하메까지 잡고싶은데.. 뭘 더 올리는게 가장 나을까요 ? 모멘텀패스까진 사놔서 그냥 285 기다려야할까요 ㅠ [이미지] [이미지],,,,,0,False
2026-08-11,0,0,시세,뉴비 진짜 이해안가는데 챌섭매물이요,어비스헤어는 작년? 마라벨로 알고 있는데 챌섭은 이번에 열린거자나요 챌섭 캐릭으로 검색한건데 시세탭에 같은 월드매물이 어떻게 있는건가요?? 지금 챌섭에도 교환가능 어비스 쿠폰 가지고 있는 분이 있을까요 ?? 계속 시세탭보면 같은월드 매물로 몇개씩 풀리던데 이해가 안가요 ㅠ,,,,,0,False
2026-08-11,0,0,아이템,레테 하드 메이린 까지 가야되는데 템상담 좀 해주세요,[이미지] 281렙 레테 입니다. 빨리 억 찍고 하드 메이린 잡아야 되는데 뭘 바꿔야할지 모르겠습니다,,,,,0,False
2026-08-11,0,0,기타,복귀 뉴비 진짜 망했어요,오랫만에 메이플 하고 싶어서 원래 키운던섭에서 키웠는데 아이템버닝이라는걸 이제 알아서 260까지 키우고 몹들이 원킬이 안나요 회생방안좀 알려주세요 간절함...,,,,,0,False
2026-08-10,0,0,기타,메이플 지금 복귀 괜찮음?,버닝 9월16일까지인것같긴한데 괜찮나요? 뭐 챌린저스월드니 뭐니 많이 생겼던데 혹시 스펙이나 챌린저스월드 티어 어디를 목표로 보고 해야 현실적일까요? 현질은 일단 좀 키워보고 해볼 생각입니다,,,,,0,False
2026-08-10,0,0,기타,3일차 뭐해야할지 모르겠어요 메쌤들 좀 도와주세요,3일전에 시작한 완전 쌩 뉴비입니다 버닝받고 버닝비욘드까지 해서 262렙까지 올렸습니다 다른데 찾아보니 아이템버닝 보스들을 깨면서 아이템버닝 템들만 껴도 자연스럽게 스펙업 된다는데 노말스우는 깼는데 루시드에서 딜이 딸려서 아이템버닝 진행이 안됩니다 이거 깰려면 분명 스펙업을 해야할텐데 뭘 어떻게 스펙업을 해야할까요? 도와주세요 마쌤들ㅠㅠ [이미지] [이미지] [이미지] [이미지],,,,,0,False
2026-08-10,0,0,기타,자석펫 스카니아에 있으면 스카니아로 리프해야겠져?,원래 스카니아에 키웠고 이번에 복귀하면서 챌2에 키우고있습니다.. 근데 친구랑 같이 시작하면서 친구가 다른 서버에서 키우고 있어요 친구가 베라오면 템도 좀 싸게 준다고 하긴 했고 스카니아는 조각값도 싸다고 하더라구요 재획도 하루에 2시간 이상씩은 하는 편이라서요.. 스카니아는 유니온 6600입니다... 친구가 가고싶은 곳으로 가라는대 어떻게 해야할까요 선생님들은 어떻게 하실것 같나요??,,,,,0,False
2026-08-10,0,0,시세,데브펜24성 시세,데브펜24성 시세 어케되나요?,,,,,0,False
2026-08-10,0,0,직업,"헥사코어 강화할때 ""최종뎀 효율"" << 이게 뭔가요?",[이미지] 대충 그만큼 쎄지는걸로 알고있었는데 헥사스텟3 떡작이 기운이랑 조각 훨씬더 많이먹는데 왜 스킬코어 하나 강화하는거보다 낮나요?,,,,,0,False
2026-08-10,0,0,기타,캐릭 살려서 주보돌이로 쓰려는데,님들 같으면 어디까지올림? 직업은 12움임,,,,,0,False
2026-08-10,0,0,몬스터,검마 배율 181%인데 이거 잡히는거 맞나요..?,방학이벤트마다 철새마냥 복귀하는 뉴비아닌 뉴비입니다.... 이번챌섭에서 레테 키우는 뉴비인데 해방 1주일 앞당기려고 이번주부터 하루 1~2시간씩(주말은 3시간) 투자해가며 검마랑 싸움중인데 3페에서 계속 좌절하네요.... 130퍼 150퍼에 유튜브 & 공략봐가면서 깨셨다는 뉴비분들도 상당히 많던데 제 손이 문제인가봐요 ㅠㅠ 유튜브에서 레테 에겐빌드도 따라해봤는데 저는 왜 뺨따구 맞고 데카 갈리는게 반복되는지 모르겠습니다.... 혹시 대표적인 팁외에 나만의 비밀 팁같은게 있으시면 제발 부탁좀 드려요 ㅠㅠ,,,,,0,False
2026-08-10,0,0,아이템,제네시스 무기 추옵 궁금해요,"공마 1추는 네이버에 많이떠서 알겠는데 궁금한거 질문드립니다. 1.보공,데미지,스텟,올스텟 1추 2추 수치가 궁금해요 2.보뎀올 많이들어봐서 이게 종결옵션인건알겠는데 보+뎀+주스텟도 보뎀올로 치는건가요?? 그리고 보+뎀+올+주스텟 이렇게도뜰수있나요 3. 데스티니 무기로 각성하면 각 몇씩 오르는지 궁금합니다.",,,,,0,False
2026-08-10,0,0,퀘스트,메잘알 선배님들 질문,"안녕하세요 이번에 제네 패스 구매한 뉴비 친구 해방퀘 흔적 쌓는거 도와주려 하는데 궁금한게 있어서 질문 드립니다. 1. 기사(제네 해방 이미 완료)랑 흔적퀘 진행 중인 뉴비랑 같이 보스 클리어할 경우, 뉴비한테 정상적으로 (흔적 x 3) / 2 만큼 들어올까요? 아니면 기사도 해방퀘 및 제네패스 구매해야 인정될까요? 2. 만약 아니라면, 흔적이 아예 안들어오는건가요? 날씨도 더운데 다들 시원한 물욕템 많이 뜨시길 바랍니다!",,,,,0,False
2026-08-10,0,0,기타,챌섭 쌩뉴비 여러 가지 질문 드립니다 !,"안녕하세요. 최근에 챌섭으로 메이플 시작한 완전 뉴비입니다. 최대한 유튜브에 검색해서 공부하면서 하고 있는데 궁금한 점이 몇가지 있어서요. 1. 5차 스킬을 찍고 있는데 일단 직업 코어 4종은 다 찍었고, 강화 코어를 찍는 중인데 V 포인트가 너무 모자라요. 코어 젬스톤을 직접 파밍하려고 사냥을 뛰어도 젬스톤이 엄청 안 모이는데 옥션에서 구매하는게 답인가요 ? 2. 챌섭은 캐시샵에서 아무 것도 구매할 수 없나요 ? 캐시샵에서 뭘 사려니 챌섭 운영 기간 종료 시 월드에 남아 있는 캐시템들이 전부 삭제된대서 겁나서 아무 것도 못 사는 중입니다 .. 3. 메소 수급은 보통 어떻게 하나요 ? ㅁㄴㅇ 에서 사면 되나요 ? 아니면 로아처럼 캐시를 게임 재화로 환전할 수 있는 기능이 있나요 ? 4. 어빌리티 맞추는 거는 일요일 (썬데이 메이플) 에만 시도해야 하나요 ?",,,,,0,False
2026-08-10,0,0,아이템,오늘 3-10을 깼는데요,이 두 훈장의 착용샷이 보고싶습니다...!!,,,,,0,False
2026-08-10,0,0,기타,메m 넥슨플러그로 하시는 분??,pc로 편하게 하려고 깔았는데 넥슨이랑 연동 안되있는 계정으로만 접속이 되네요.. 설정에 계정 바꾸는 것도 없고 혹시 다른 계정 로그인하는 법 아시는 분 계실까요?,,,,,0,False
2026-08-10,0,0,기타,하드 메이린 배율좀 봐주세요,285찍고 배율 100이라도 나오면 도전해볼려고하는데요 지금 2레벨 부족해서 배율이 안뜨는걸까요? 투력은 1억인데 285만 찍으면 배율이 나올려나요?,,,,,0,False
2026-08-10,0,0,기타,드랍셋,안녕하세요 이번 챌섭 유입으로 들어온 뉴비입니다. 지금 간략하게 드랍셋 맞춰서 하고 있는데 풀 드랍은 아획 몇줄에 메획 몇줄이어야 풀 드메셋이라고 할 수 있나요? 이런 정보는 어디서 찾아봐야하는지 몰라서 질문 게시판에 올립니다 ㅠㅠ,,,,,0,False
